"SKU#","ARSP","brand","form","formula2","size","brandARM","brandBNC","brandCLF","brandDWN","brandFNT","brandGEN","brandPRL","brandSNG","brandSTP","brandTSN","formB","formF","formL","formS","formula2LT","formula2RG","formula2ST","formula2UN","sizeLR","sizeMD","sizeSM","sizeXL","IRIweek","HH_id","price_paid","regular_price","display","feature","d_disp","d_feat","price_cut"
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,639,9492,2.99,2.99,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,664,9508,3.29,3.29,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,662,9358,3.29,3.29,"0","2",0,1,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,634,9336,2.99,2.99,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,637,9492,2.99,2.99,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,641,9358,2.99,2.99,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,660,9358,3.29,3.29,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,664,9492,3.29,3.29,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,647,9492,2.99,2.99,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,657,9641,3.29,3.29,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,633,9358,2.99,2.99,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,623,9416,2.99,2.99,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,634,9677,2.99,2.99,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,657,9517,3.29,3.29,"0","0",0,0,0
19,3.102,"ARM","S","RG","LR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,652,9492,3.29,3.29,"0","0",0,0,0
