IRIweek,SKU#,sales,lagsales,ARSP,APP,ARP,APC,brand,form,formula,size,display,feature,month,season
608,131,0,0,2.59,0,0,0,TSN,S,RG,LR,0,0,4,winter
609,16,0,0,1.19,0,0,0,ARM,S,RG,SM,0,0,5,winter
609,17,2,0,2.041,1.99,1.99,0,ARM,S,RG,MD,0,0,5,winter
609,19,0,0,3.102,0,0,0,ARM,S,RG,LR,0,0,5,winter
609,20,0,1,6.178,0,0,0,BNC,S,RG,XL,0,0,5,winter
609,23,2,2,2.821,2.89,2.89,0,BNC,S,RG,MD,0,4,5,winter
609,25,0,2,1.69,0,0,0,BNC,S,ST,SM,0,0,5,winter
609,26,2,1,2.818,2.89,2.89,0,BNC,S,ST,MD,2,0,5,winter
609,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,0,5,winter
609,29,3,0,2.821,2.89,2.89,0,BNC,S,UN,MD,0,0,5,winter
609,30,4,2,0.99,0.99,0.99,0,CLF,S,RG,SM,0,0,5,winter
609,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,5,winter
609,32,3,3,1.79,1.79,1.79,0,CLF,S,RG,MD,0,0,5,winter
609,34,0,0,5.218,0,0,0,DWN,B,RG,XL,0,0,5,winter
609,35,0,0,1.29,0,0,0,DWN,B,RG,SM,0,0,5,winter
609,36,0,1,1.79,0,0,0,DWN,B,RG,SM,0,0,5,winter
609,37,2,6,3.19,3.19,3.19,0,DWN,B,RG,MD,0,0,5,winter
609,38,0,1,4.39,0,0,0,DWN,B,RG,LR,4,0,5,winter
609,39,0,0,5.166,0,0,0,DWN,B,LT,XL,7,0,5,winter
609,40,0,1,1.767,0,0,0,DWN,B,LT,SM,0,0,5,winter
609,41,2,1,3.19,3.19,3.19,0,DWN,B,LT,MD,4,0,5,winter
609,42,0,0,4.362,0,0,0,DWN,B,LT,LR,4,0,5,winter
609,44,7,6,2.743,2.29,2.69,0.4,DWN,F,RG,SM,0,0,5,winter
609,45,0,0,4.905,0,0,0,DWN,F,RG,MD,0,0,5,winter
609,46,2,3,2.743,2.69,2.69,0,DWN,F,LT,SM,4,0,5,winter
609,50,0,1,1.89,0,0,0,DWN,S,RG,SM,0,0,5,winter
609,51,0,0,2.848,0,0,0,DWN,S,RG,MD,4,0,5,winter
609,53,1,1,2.848,2.99,2.99,0,DWN,S,LT,MD,4,0,5,winter
609,61,0,0,1.378,0,0,0,FNT,B,RG,SM,0,0,5,winter
609,62,10,19,2.509,1.5,2.29,0.79,FNT,B,RG,MD,0,0,5,winter
609,63,1,1,3.457,3.49,3.49,0,FNT,B,RG,LR,0,0,5,winter
609,65,1,3,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,5,winter
609,66,2,0,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,5,winter
609,72,3,1,1.928,1.99,1.99,0,GEN,S,UN,LR,0,0,5,winter
609,78,0,0,3.169,0,0,0,PRL,B,RG,XL,0,0,5,winter
609,80,1,0,1.109,1.09,1.09,0,PRL,B,RG,SM,0,0,5,winter
609,82,1,2,1.49,1.49,1.49,0,PRL,B,RG,MD,0,0,5,winter
609,88,0,1,1.19,0,0,0,PRL,L,RG,XL,0,0,5,winter
609,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,5,winter
609,91,2,1,4.184,1.19,3.99,2.8,PRL,L,RG,XL,0,1,5,winter
609,93,0,0,1.105,0,0,0,PRL,L,RG,MD,0,0,5,winter
609,95,0,0,3.378,0,0,0,PRL,S,RG,XL,0,0,5,winter
609,97,2,5,1.177,1.49,1.59,0.1,PRL,S,RG,MD,0,1,5,winter
609,99,0,0,2.072,0,0,0,PRL,S,RG,LR,0,0,5,winter
609,103,1,1,1.182,1.59,1.59,0,PRL,S,UN,MD,0,0,5,winter
609,104,0,0,3.99,0,0,0,SNG,B,RG,XL,0,0,5,winter
609,106,1,1,1.985,1.99,1.99,0,SNG,B,RG,SM,0,0,5,winter
609,107,1,0,3.38,3.39,3.39,0,SNG,B,RG,MD,4,0,5,winter
609,108,3,1,4.078,3.39,3.99,0.6,SNG,B,RG,LR,0,0,5,winter
609,111,0,1,3.38,0,0,0,SNG,B,LT,MD,4,0,5,winter
609,112,2,0,4.078,3.39,3.99,0.6,SNG,B,LT,LR,4,0,5,winter
609,114,3,11,1.273,1.29,1.29,0,SNG,S,RG,SM,0,0,5,winter
609,115,0,0,2.875,0,0,0,SNG,S,RG,MD,2,0,5,winter
609,116,0,0,3.29,0,0,0,SNG,S,RG,LR,0,0,5,winter
609,118,1,0,2.74,2.99,2.99,0,SNG,S,LT,MD,2,0,5,winter
609,124,2,4,2.258,2.29,2.29,0,STP,B,RG,MD,0,0,5,winter
609,125,0,0,3.346,0,0,0,STP,B,RG,LR,0,0,5,winter
609,126,0,0,1.967,0,0,0,STP,F,RG,SM,0,0,5,winter
609,130,3,2,1.826,1.79,1.79,0,TSN,S,RG,MD,0,0,5,winter
609,131,0,0,2.59,0,0,0,TSN,S,RG,LR,0,0,5,winter
610,16,2,0,1.19,1.19,1.19,0,ARM,S,RG,SM,0,0,5,winter
610,17,2,2,2.041,1.99,1.99,0,ARM,S,RG,MD,0,0,5,winter
610,19,0,0,3.102,0,0,0,ARM,S,RG,LR,0,0,5,winter
610,20,0,0,6.178,0,0,0,BNC,S,RG,XL,0,0,5,winter
610,23,20,2,2.821,2.19,2.89,0.7,BNC,S,RG,MD,0,0,5,winter
610,25,5,0,1.69,1.69,1.69,0,BNC,S,ST,SM,0,0,5,winter
610,26,11,2,2.818,2.19,2.89,0.7,BNC,S,ST,MD,2,0,5,winter
610,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,0,5,winter
610,29,8,3,2.821,2.19,2.89,0.7,BNC,S,UN,MD,0,0,5,winter
610,30,6,4,0.99,0.99,0.99,0,CLF,S,RG,SM,0,0,5,winter
610,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,5,winter
610,32,1,3,1.79,1.79,1.79,0,CLF,S,RG,MD,0,0,5,winter
610,34,0,0,5.218,0,0,0,DWN,B,RG,XL,0,0,5,winter
610,35,0,0,1.29,0,0,0,DWN,B,RG,SM,0,0,5,winter
610,36,2,0,1.79,1.79,1.79,0,DWN,B,RG,SM,0,0,5,winter
610,37,2,2,3.19,3.19,3.19,0,DWN,B,RG,MD,0,0,5,winter
610,38,1,0,4.39,4.39,4.39,0,DWN,B,RG,LR,4,0,5,winter
610,39,0,0,5.166,0,0,0,DWN,B,LT,XL,0,4,5,winter
610,40,0,0,1.767,0,0,0,DWN,B,LT,SM,0,0,5,winter
610,41,2,2,3.19,3.19,3.19,0,DWN,B,LT,MD,4,0,5,winter
610,42,0,0,4.362,0,0,0,DWN,B,LT,LR,4,0,5,winter
610,44,6,7,2.743,2.69,2.69,0,DWN,F,RG,SM,4,0,5,winter
610,45,0,0,4.905,0,0,0,DWN,F,RG,MD,4,0,5,winter
610,46,3,2,2.743,2.69,2.69,0,DWN,F,LT,SM,4,0,5,winter
610,50,0,0,1.89,0,0,0,DWN,S,RG,SM,0,0,5,winter
610,51,1,0,2.848,2.99,2.99,0,DWN,S,RG,MD,4,0,5,winter
610,53,0,1,2.848,0,0,0,DWN,S,LT,MD,4,0,5,winter
610,61,3,0,1.378,1.39,1.39,0,FNT,B,RG,SM,0,0,5,winter
610,62,7,10,2.509,2.29,2.29,0,FNT,B,RG,MD,0,0,5,winter
610,63,0,1,3.457,0,0,0,FNT,B,RG,LR,0,0,5,winter
610,65,2,1,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,5,winter
610,66,2,2,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,5,winter
610,72,3,3,1.928,1.99,1.99,0,GEN,S,UN,LR,0,0,5,winter
610,78,0,0,3.169,0,0,0,PRL,B,RG,XL,0,0,5,winter
610,80,0,1,1.109,0,0,0,PRL,B,RG,SM,0,0,5,winter
610,82,1,1,1.49,1.49,1.49,0,PRL,B,RG,MD,0,0,5,winter
610,88,0,0,1.19,0,0,0,PRL,L,RG,XL,0,0,5,winter
610,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,5,winter
610,91,0,2,4.184,0,0,0,PRL,L,RG,XL,0,0,5,winter
610,93,1,0,1.105,0.99,0.99,0,PRL,L,RG,MD,0,0,5,winter
610,95,2,0,3.378,3.19,3.19,0,PRL,S,RG,XL,0,0,5,winter
610,97,1,2,1.177,1.29,1.59,0.3,PRL,S,RG,MD,0,1,5,winter
610,99,0,0,2.072,0,0,0,PRL,S,RG,LR,0,0,5,winter
610,103,0,1,1.182,0,0,0,PRL,S,UN,MD,0,0,5,winter
610,104,0,0,3.99,0,0,0,SNG,B,RG,XL,0,0,5,winter
610,106,3,1,1.985,1.99,1.99,0,SNG,B,RG,SM,0,0,5,winter
610,107,3,1,3.38,3.39,3.39,0,SNG,B,RG,MD,4,0,5,winter
610,108,1,3,4.078,3.39,3.99,0.6,SNG,B,RG,LR,0,0,5,winter
610,111,0,0,3.38,0,0,0,SNG,B,LT,MD,4,0,5,winter
610,112,1,2,4.078,3.39,3.99,0.6,SNG,B,LT,LR,4,0,5,winter
610,114,5,3,1.273,1.29,1.29,0,SNG,S,RG,SM,0,0,5,winter
610,115,1,0,2.875,2.99,2.99,0,SNG,S,RG,MD,2,0,5,winter
610,116,0,0,3.29,0,0,0,SNG,S,RG,LR,0,0,5,winter
610,118,0,1,2.74,0,0,0,SNG,S,LT,MD,2,0,5,winter
610,124,2,2,2.258,2.29,2.29,0,STP,B,RG,MD,0,0,5,winter
610,125,0,0,3.346,0,0,0,STP,B,RG,LR,0,0,5,winter
610,126,0,0,1.967,0,0,0,STP,F,RG,SM,0,0,5,winter
610,130,3,3,1.826,1.79,1.79,0,TSN,S,RG,MD,0,0,5,winter
610,131,0,0,2.59,0,0,0,TSN,S,RG,LR,0,0,5,winter
611,16,0,2,1.19,0,0,0,ARM,S,RG,SM,0,0,5,winter
611,17,1,2,2.041,1.99,1.99,0,ARM,S,RG,MD,0,0,5,winter
611,19,0,0,3.102,0,0,0,ARM,S,RG,LR,0,0,5,winter
611,20,0,0,6.178,0,0,0,BNC,S,RG,XL,0,0,5,winter
611,23,2,20,2.821,2.19,2.89,0.7,BNC,S,RG,MD,0,0,5,winter
611,25,0,5,1.69,0,0,0,BNC,S,ST,SM,0,0,5,winter
611,26,3,11,2.818,2.19,2.89,0.7,BNC,S,ST,MD,2,0,5,winter
611,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,1,5,winter
611,29,0,8,2.821,0,0,0,BNC,S,UN,MD,0,0,5,winter
611,30,3,6,0.99,0.99,0.99,0,CLF,S,RG,SM,0,0,5,winter
611,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,5,winter
611,32,0,1,1.79,0,0,0,CLF,S,RG,MD,0,0,5,winter
611,34,0,0,5.218,0,0,0,DWN,B,RG,XL,0,0,5,winter
611,35,0,0,1.29,0,0,0,DWN,B,RG,SM,0,0,5,winter
611,36,0,2,1.79,0,0,0,DWN,B,RG,SM,0,0,5,winter
611,37,2,2,3.19,3.19,3.19,0,DWN,B,RG,MD,2,0,5,winter
611,38,0,1,4.39,0,0,0,DWN,B,RG,LR,4,0,5,winter
611,39,0,0,5.166,0,0,0,DWN,B,LT,XL,0,0,5,winter
611,40,0,0,1.767,0,0,0,DWN,B,LT,SM,0,0,5,winter
611,41,0,2,3.19,0,0,0,DWN,B,LT,MD,4,0,5,winter
611,42,0,0,4.362,0,0,0,DWN,B,LT,LR,4,0,5,winter
611,44,0,6,2.743,0,0,0,DWN,F,RG,SM,4,0,5,winter
611,45,0,0,4.905,0,0,0,DWN,F,RG,MD,7,0,5,winter
611,46,2,3,2.743,2.69,2.69,0,DWN,F,LT,SM,4,0,5,winter
611,50,1,0,1.89,1.89,1.89,0,DWN,S,RG,SM,0,0,5,winter
611,51,1,1,2.848,2.99,2.99,0,DWN,S,RG,MD,4,0,5,winter
611,53,0,0,2.848,0,0,0,DWN,S,LT,MD,4,0,5,winter
611,61,0,3,1.378,0,0,0,FNT,B,RG,SM,0,0,5,winter
611,62,30,7,2.509,1.59,2.29,0.7,FNT,B,RG,MD,0,0,5,winter
611,63,0,0,3.457,0,0,0,FNT,B,RG,LR,0,0,5,winter
611,65,1,2,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,5,winter
611,66,0,2,1.09,0,0,0,GEN,B,RG,XL,0,3,5,winter
611,72,1,3,1.928,1.99,1.99,0,GEN,S,UN,LR,0,0,5,winter
611,78,0,0,3.169,0,0,0,PRL,B,RG,XL,0,0,5,winter
611,80,0,0,1.109,0,0,0,PRL,B,RG,SM,0,0,5,winter
611,82,0,1,1.49,0,0,0,PRL,B,RG,MD,0,0,5,winter
611,88,0,0,1.19,0,0,0,PRL,L,RG,XL,0,0,5,winter
611,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,5,winter
611,91,1,0,4.184,1.19,3.99,2.8,PRL,L,RG,XL,0,0,5,winter
611,93,0,1,1.105,0,0,0,PRL,L,RG,MD,0,0,5,winter
611,95,1,2,3.378,3.19,3.19,0,PRL,S,RG,XL,0,0,5,winter
611,97,6,1,1.177,1.29,1.59,0.3,PRL,S,RG,MD,0,1,5,winter
611,99,0,0,2.072,0,0,0,PRL,S,RG,LR,0,0,5,winter
611,103,1,0,1.182,1.29,1.59,0.3,PRL,S,UN,MD,0,0,5,winter
611,104,0,0,3.99,0,0,0,SNG,B,RG,XL,7,0,5,winter
611,106,2,3,1.985,1.69,1.99,0.3,SNG,B,RG,SM,0,0,5,winter
611,107,1,3,3.38,3.39,3.39,0,SNG,B,RG,MD,4,0,5,winter
611,108,1,1,4.078,3.99,3.99,0,SNG,B,RG,LR,0,0,5,winter
611,111,1,0,3.38,3.39,3.39,0,SNG,B,LT,MD,4,0,5,winter
611,112,0,1,4.078,0,0,0,SNG,B,LT,LR,4,0,5,winter
611,114,7,5,1.273,1.19,1.29,0.1,SNG,S,RG,SM,0,0,5,winter
611,115,0,1,2.875,0,0,0,SNG,S,RG,MD,0,2,5,winter
611,116,1,0,3.29,3.29,3.29,0,SNG,S,RG,LR,0,0,5,winter
611,118,0,0,2.74,0,0,0,SNG,S,LT,MD,2,0,5,winter
611,124,0,2,2.258,0,0,0,STP,B,RG,MD,0,0,5,winter
611,125,0,0,3.346,0,0,0,STP,B,RG,LR,0,0,5,winter
611,126,0,0,1.967,0,0,0,STP,F,RG,SM,0,0,5,winter
611,130,5,3,1.826,1.79,1.79,0,TSN,S,RG,MD,0,0,5,winter
611,131,0,0,2.59,0,0,0,TSN,S,RG,LR,0,0,5,winter
612,16,1,0,1.19,1.19,1.19,0,ARM,S,RG,SM,0,0,5,winter
612,17,1,1,2.041,1.99,1.99,0,ARM,S,RG,MD,0,0,5,winter
612,19,0,0,3.102,0,0,0,ARM,S,RG,LR,0,0,5,winter
612,20,0,0,6.178,0,0,0,BNC,S,RG,XL,0,0,5,winter
612,23,0,2,2.821,0,0,0,BNC,S,RG,MD,0,0,5,winter
612,25,0,0,1.69,0,0,0,BNC,S,ST,SM,0,0,5,winter
612,26,0,3,2.818,0,0,0,BNC,S,ST,MD,2,0,5,winter
612,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,1,5,winter
612,29,0,0,2.821,0,0,0,BNC,S,UN,MD,0,0,5,winter
612,30,1,3,0.99,0.99,0.99,0,CLF,S,RG,SM,0,0,5,winter
612,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,5,winter
612,32,1,0,1.79,1.79,1.79,0,CLF,S,RG,MD,0,0,5,winter
612,34,0,0,5.218,0,0,0,DWN,B,RG,XL,0,0,5,winter
612,35,0,0,1.29,0,0,0,DWN,B,RG,SM,0,0,5,winter
612,36,0,0,1.79,0,0,0,DWN,B,RG,SM,0,0,5,winter
612,37,4,2,3.19,3.19,3.19,0,DWN,B,RG,MD,2,0,5,winter
612,38,0,0,4.39,0,0,0,DWN,B,RG,LR,4,0,5,winter
612,39,0,0,5.166,0,0,0,DWN,B,LT,XL,0,0,5,winter
612,40,1,0,1.767,1.79,1.79,0,DWN,B,LT,SM,0,0,5,winter
612,41,0,0,3.19,0,0,0,DWN,B,LT,MD,4,0,5,winter
612,42,0,0,4.362,0,0,0,DWN,B,LT,LR,4,0,5,winter
612,44,6,0,2.743,2.49,2.69,0.2,DWN,F,RG,SM,4,0,5,winter
612,45,0,0,4.905,0,0,0,DWN,F,RG,MD,7,0,5,winter
612,46,4,2,2.743,2.49,2.69,0.2,DWN,F,LT,SM,4,0,5,winter
612,50,2,1,1.89,1.89,1.89,0,DWN,S,RG,SM,0,0,5,winter
612,51,2,1,2.848,2.99,2.99,0,DWN,S,RG,MD,4,0,5,winter
612,53,0,0,2.848,0,0,0,DWN,S,LT,MD,4,0,5,winter
612,61,2,0,1.378,1.39,1.39,0,FNT,B,RG,SM,0,0,5,winter
612,62,3,30,2.509,2.29,2.29,0,FNT,B,RG,MD,0,0,5,winter
612,63,0,0,3.457,0,0,0,FNT,B,RG,LR,0,0,5,winter
612,65,1,1,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,5,winter
612,66,2,0,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,5,winter
612,72,0,1,1.928,0,0,0,GEN,S,UN,LR,0,0,5,winter
612,78,1,0,3.169,2.99,2.99,0,PRL,B,RG,XL,0,0,5,winter
612,80,2,0,1.109,1.09,1.09,0,PRL,B,RG,SM,0,0,5,winter
612,82,2,0,1.49,1.29,1.49,0.2,PRL,B,RG,MD,0,0,5,winter
612,88,0,0,1.19,0,0,0,PRL,L,RG,XL,0,0,5,winter
612,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,5,winter
612,91,2,1,4.184,1.19,3.99,2.8,PRL,L,RG,XL,0,0,5,winter
612,93,2,0,1.105,0.99,0.99,0,PRL,L,RG,MD,0,0,5,winter
612,95,0,1,3.378,0,0,0,PRL,S,RG,XL,0,0,5,winter
612,97,1,6,1.177,1.29,1.59,0.3,PRL,S,RG,MD,0,0,5,winter
612,99,0,0,2.072,0,0,0,PRL,S,RG,LR,0,0,5,winter
612,103,2,1,1.182,1.29,1.59,0.3,PRL,S,UN,MD,0,0,5,winter
612,104,0,0,3.99,0,0,0,SNG,B,RG,XL,7,0,5,winter
612,106,0,2,1.985,0,0,0,SNG,B,RG,SM,0,0,5,winter
612,107,2,1,3.38,3.39,3.39,0,SNG,B,RG,MD,4,0,5,winter
612,108,0,1,4.078,0,0,0,SNG,B,RG,LR,0,0,5,winter
612,111,1,1,3.38,3.39,3.39,0,SNG,B,LT,MD,4,0,5,winter
612,112,0,0,4.078,0,0,0,SNG,B,LT,LR,4,0,5,winter
612,114,1,7,1.273,1.19,1.29,0.1,SNG,S,RG,SM,0,0,5,winter
612,115,2,0,2.875,2.99,2.99,0,SNG,S,RG,MD,0,2,5,winter
612,116,0,1,3.29,0,0,0,SNG,S,RG,LR,0,0,5,winter
612,118,0,0,2.74,0,0,0,SNG,S,LT,MD,2,0,5,winter
612,124,2,0,2.258,2.29,2.29,0,STP,B,RG,MD,0,0,5,winter
612,125,0,0,3.346,0,0,0,STP,B,RG,LR,0,0,5,winter
612,126,0,0,1.967,0,0,0,STP,F,RG,SM,0,0,5,winter
612,130,0,5,1.826,0,0,0,TSN,S,RG,MD,0,0,5,winter
612,131,0,0,2.59,0,0,0,TSN,S,RG,LR,0,0,5,winter
613,16,0,1,1.19,0,0,0,ARM,S,RG,SM,0,0,6,winter
613,17,1,1,2.041,1.99,1.99,0,ARM,S,RG,MD,0,0,6,winter
613,19,0,0,3.102,0,0,0,ARM,S,RG,LR,0,0,6,winter
613,20,0,0,6.178,0,0,0,BNC,S,RG,XL,0,0,6,winter
613,23,0,0,2.821,0,0,0,BNC,S,RG,MD,0,0,6,winter
613,25,1,0,1.69,1.69,1.69,0,BNC,S,ST,SM,0,0,6,winter
613,26,2,0,2.818,2.89,2.89,0,BNC,S,ST,MD,2,0,6,winter
613,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,0,6,winter
613,29,1,0,2.821,2.89,2.89,0,BNC,S,UN,MD,0,4,6,winter
613,30,3,1,0.99,0.99,0.99,0,CLF,S,RG,SM,0,0,6,winter
613,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,6,winter
613,32,2,1,1.79,1.79,1.79,0,CLF,S,RG,MD,0,0,6,winter
613,34,0,0,5.218,0,0,0,DWN,B,RG,XL,0,0,6,winter
613,35,0,0,1.29,0,0,0,DWN,B,RG,SM,0,0,6,winter
613,36,2,0,1.79,1.79,1.79,0,DWN,B,RG,SM,0,0,6,winter
613,37,1,4,3.19,3.19,3.19,0,DWN,B,RG,MD,0,0,6,winter
613,38,1,0,4.39,4.39,4.39,0,DWN,B,RG,LR,4,0,6,winter
613,39,0,0,5.166,0,0,0,DWN,B,LT,XL,0,0,6,winter
613,40,0,1,1.767,0,0,0,DWN,B,LT,SM,0,0,6,winter
613,41,1,0,3.19,3.19,3.19,0,DWN,B,LT,MD,4,0,6,winter
613,42,0,0,4.362,0,0,0,DWN,B,LT,LR,4,0,6,winter
613,44,6,6,2.743,2.49,2.69,0.2,DWN,F,RG,SM,4,0,6,winter
613,45,0,0,4.905,0,0,0,DWN,F,RG,MD,7,0,6,winter
613,46,1,4,2.743,2.49,2.69,0.2,DWN,F,LT,SM,4,0,6,winter
613,50,4,2,1.89,1.89,1.89,0,DWN,S,RG,SM,0,0,6,winter
613,51,0,2,2.848,0,0,0,DWN,S,RG,MD,4,0,6,winter
613,53,0,0,2.848,0,0,0,DWN,S,LT,MD,4,0,6,winter
613,61,2,2,1.378,1.39,1.39,0,FNT,B,RG,SM,0,0,6,winter
613,62,3,3,2.509,2.29,2.29,0,FNT,B,RG,MD,0,0,6,winter
613,63,1,0,3.457,3.49,3.49,0,FNT,B,RG,LR,0,0,6,winter
613,65,4,1,1.09,0.99,1.09,0.1,GEN,B,RG,XL,0,0,6,winter
613,66,1,2,1.09,0.99,1.09,0.1,GEN,B,RG,XL,0,0,6,winter
613,72,1,0,1.928,1.99,1.99,0,GEN,S,UN,LR,0,0,6,winter
613,78,0,1,3.169,0,0,0,PRL,B,RG,XL,0,0,6,winter
613,80,1,2,1.109,1.09,1.09,0,PRL,B,RG,SM,0,0,6,winter
613,82,0,2,1.49,0,0,0,PRL,B,RG,MD,0,0,6,winter
613,88,0,0,1.19,0,0,0,PRL,L,RG,XL,0,0,6,winter
613,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,6,winter
613,91,3,2,4.184,1.19,3.99,2.8,PRL,L,RG,XL,0,0,6,winter
613,93,0,2,1.105,0,0,0,PRL,L,RG,MD,0,0,6,winter
613,95,1,0,3.378,3.19,3.19,0,PRL,S,RG,XL,0,0,6,winter
613,97,0,1,1.177,0,0,0,PRL,S,RG,MD,0,0,6,winter
613,99,1,0,2.072,1.79,1.79,0,PRL,S,RG,LR,0,0,6,winter
613,103,1,2,1.182,1.59,1.59,0,PRL,S,UN,MD,0,0,6,winter
613,104,0,0,3.99,0,0,0,SNG,B,RG,XL,7,0,6,winter
613,106,2,0,1.985,1.99,1.99,0,SNG,B,RG,SM,0,0,6,winter
613,107,3,2,3.38,3.39,3.39,0,SNG,B,RG,MD,4,0,6,winter
613,108,2,0,4.078,3.99,3.99,0,SNG,B,RG,LR,0,0,6,winter
613,111,7,1,3.38,3.39,3.39,0,SNG,B,LT,MD,4,0,6,winter
613,112,2,0,4.078,3.99,3.99,0,SNG,B,LT,LR,4,0,6,winter
613,114,1,1,1.273,1.29,1.29,0,SNG,S,RG,SM,0,0,6,winter
613,115,1,2,2.875,2.99,2.99,0,SNG,S,RG,MD,0,0,6,winter
613,116,0,0,3.29,0,0,0,SNG,S,RG,LR,0,0,6,winter
613,118,0,0,2.74,0,0,0,SNG,S,LT,MD,0,2,6,winter
613,124,4,2,2.258,2.29,2.29,0,STP,B,RG,MD,0,0,6,winter
613,125,0,0,3.346,0,0,0,STP,B,RG,LR,0,0,6,winter
613,126,0,0,1.967,0,0,0,STP,F,RG,SM,0,0,6,winter
613,130,3,0,1.826,1.79,1.79,0,TSN,S,RG,MD,0,0,6,winter
613,131,0,0,2.59,0,0,0,TSN,S,RG,LR,0,0,6,winter
614,16,2,0,1.19,1.19,1.19,0,ARM,S,RG,SM,0,0,6,winter
614,17,0,1,2.041,0,0,0,ARM,S,RG,MD,0,0,6,winter
614,19,0,0,3.102,0,0,0,ARM,S,RG,LR,0,0,6,winter
614,20,2,0,6.178,4.99,6.29,1.3,BNC,S,RG,XL,0,0,6,winter
614,23,0,0,2.821,0,0,0,BNC,S,RG,MD,0,0,6,winter
614,25,1,1,1.69,1.69,1.69,0,BNC,S,ST,SM,0,0,6,winter
614,26,0,2,2.818,0,0,0,BNC,S,ST,MD,2,0,6,winter
614,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,0,6,winter
614,29,1,1,2.821,2.89,2.89,0,BNC,S,UN,MD,0,4,6,winter
614,30,1,3,0.99,0.99,0.99,0,CLF,S,RG,SM,0,0,6,winter
614,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,6,winter
614,32,0,2,1.79,0,0,0,CLF,S,RG,MD,0,0,6,winter
614,34,1,0,5.218,4.49,5.39,0.9,DWN,B,RG,XL,0,0,6,winter
614,35,0,0,1.29,0,0,0,DWN,B,RG,SM,0,0,6,winter
614,36,1,2,1.79,1.79,1.79,0,DWN,B,RG,SM,0,0,6,winter
614,37,1,1,3.19,3.19,3.19,0,DWN,B,RG,MD,0,0,6,winter
614,38,1,1,4.39,3.79,4.39,0.6,DWN,B,RG,LR,4,0,6,winter
614,39,0,0,5.166,0,0,0,DWN,B,LT,XL,0,0,6,winter
614,40,0,0,1.767,0,0,0,DWN,B,LT,SM,0,0,6,winter
614,41,0,1,3.19,0,0,0,DWN,B,LT,MD,4,0,6,winter
614,42,1,0,4.362,3.79,4.39,0.6,DWN,B,LT,LR,4,0,6,winter
614,44,7,6,2.743,2.49,2.69,0.2,DWN,F,RG,SM,4,0,6,winter
614,45,0,0,4.905,0,0,0,DWN,F,RG,MD,0,0,6,winter
614,46,3,1,2.743,2.49,2.69,0.2,DWN,F,LT,SM,4,0,6,winter
614,50,3,4,1.89,1.89,1.89,0,DWN,S,RG,SM,0,0,6,winter
614,51,0,0,2.848,0,0,0,DWN,S,RG,MD,4,0,6,winter
614,53,1,0,2.848,2.99,2.99,0,DWN,S,LT,MD,4,0,6,winter
614,61,2,2,1.378,1.39,1.39,0,FNT,B,RG,SM,0,0,6,winter
614,62,3,3,2.509,2.29,2.29,0,FNT,B,RG,MD,0,0,6,winter
614,63,0,1,3.457,0,0,0,FNT,B,RG,LR,0,0,6,winter
614,65,1,4,1.09,0.99,1.09,0.1,GEN,B,RG,XL,0,3,6,winter
614,66,1,1,1.09,0.99,1.09,0.1,GEN,B,RG,XL,0,0,6,winter
614,72,0,1,1.928,0,0,0,GEN,S,UN,LR,0,0,6,winter
614,78,0,0,3.169,0,0,0,PRL,B,RG,XL,0,0,6,winter
614,80,0,1,1.109,0,0,0,PRL,B,RG,SM,0,0,6,winter
614,82,0,0,1.49,0,0,0,PRL,B,RG,MD,0,0,6,winter
614,88,1,0,1.19,1.19,1.19,0,PRL,L,RG,XL,0,0,6,winter
614,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,6,winter
614,91,3,3,4.184,3.99,3.99,0,PRL,L,RG,XL,0,0,6,winter
614,93,1,0,1.105,0.99,0.99,0,PRL,L,RG,MD,0,0,6,winter
614,95,1,1,3.378,3.19,3.19,0,PRL,S,RG,XL,0,0,6,winter
614,97,2,0,1.177,1.29,1.29,0,PRL,S,RG,MD,0,0,6,winter
614,99,0,1,2.072,0,0,0,PRL,S,RG,LR,0,0,6,winter
